source_id,source_origin_time,source_latitude_deg,source_longitude_deg,source_depth_km,source_magnitude,source_magnitude_type,strike,dip,rake,mechanism_type,solution_source,estimated_quality,zncc
2013619,2009-05-21T02:04:32.43Z,42.453,13.385,11,3.1,ML,311,74,-141,strike_slip,model_prediction,high,0.82890594
2083439,2009-08-05T12:08:04.46Z,41.167,14.978,14.9,3.1,ML,297,83,177,strike_slip,model_prediction,moderate,0.797967196
2355169,2011-05-13T20:46:02.25Z,43.521,11.189,11.3,3.1,ML,166,90,16,strike_slip,model_prediction,high,0.814042568
1923879,2009-04-10T04:39:16.69Z,42.443,13.41,8.4,3,ML,323,35,-57,normal,model_prediction,high,0.846461415
2023179,2009-05-31T03:36:19.43Z,42.378,13.385,9,3,ML,118,24,-82,normal,model_prediction,moderate,0.834595919
2208539,2010-06-13T22:28:05.34Z,43.582,12.968,7,3,ML,321,87,161,strike_slip,model_prediction,high,0.788806796
2400999,2011-07-13T03:37:31.18Z,42.453,12.708,8,3,ML,339,7,36,strike_slip,model_prediction,moderate,0.788027167
2395499,2011-07-06T09:08:38.73Z,38.051,14.782,7.6,3.9,ML,275,48,-87,normal,model_prediction,high,0.86607039
1317651,2012-09-22T05:10:35.71Z,39.7883,16.6043,10.6,3.4,ML,121,86,71,thrust,model_prediction,high,0.804844558
1821609,2008-06-01T12:30:23.14Z,43.49,12.692,36.7,3.4,ML,314,43,108,thrust,model_prediction,moderate,0.78440249
2271979,2010-10-20T06:47:12.40Z,42.527,13.141,8.8,3.4,ML,331,41,-65,normal,model_prediction,high,0.843423009
1917259,2009-04-09T02:37:26.60Z,42.496,13.344,10.8,3.2,ML,321,61,-92,normal,model_prediction,high,0.87406075
1977549,2009-04-26T17:56:05.99Z,42.455,13.386,10.7,3.2,ML,343,44,-53,normal,model_prediction,high,0.862176538
2272259,2010-10-20T10:23:29.19Z,42.532,13.15,9.6,3,ML,131,45,-99,normal,model_prediction,moderate,0.848529577
2488469,2012-02-29T15:34:58.35Z,44.834,9.016,15,3.7,ML,359,65,-23,strike_slip,model_prediction,high,0.821924984
1997639,2009-05-09T09:09:40.03Z,42.346,13.358,10.4,3.5,ML,129,59,-108,normal,model_prediction,high,0.874690056
2328591,2013-07-12T03:34:06.90Z,44.2017,10.1067,10,3.5,ML,145,51,-66,normal,model_prediction,high,0.843176126
1950089,2009-04-16T05:44:54.47Z,42.297,13.416,10.2,3.4,ML,348,44,-62,normal,model_prediction,high,0.873278439
2151129,2010-01-31T21:21:30.51Z,42.268,13.417,10,3.4,ML,142,54,-109,normal,model_prediction,high,0.874221087
2291659,2010-12-06T10:32:15.18Z,42.793,13.011,8.8,3.4,ML,308,56,-105,normal,model_prediction,high,0.838664532
2479699,2012-01-25T23:01:06.80Z,44.876,10.512,31,3.4,ML,89,89,-168,strike_slip,model_prediction,high,0.817054093
2044509,2009-06-25T23:31:54.69Z,43.254,13.09,7.6,3.3,ML,164,44,-89,normal,model_prediction,high,0.869598746
2258951,2013-07-01T16:56:46.25Z,44.1705,10.1897,6.8,3.3,ML,261,77,-135,normal,model_prediction,high,0.790730834
2760051,2013-11-22T23:04:07.56Z,44.9135,9.0182,17.9,3.3,ML,104,84,-171,strike_slip,model_prediction,high,0.814206958
5913081,2015-08-08T18:15:48.68Z,38.5547,14.2812,19.1,3.3,ML,174,90,-5,strike_slip,model_prediction,high,0.834066331
1925179,2009-04-10T11:53:09.26Z,42.239,13.487,9.5,3.2,ML,339,32,-51,normal,model_prediction,high,0.86418581
1963739,2009-04-20T07:13:14.53Z,42.412,13.36,9.9,3.2,ML,117,56,-148,strike_slip,model_prediction,high,0.845477819
2391859,2011-06-29T19:15:14.56Z,38.057,14.739,5.1,3.2,ML,98,45,-90,normal,model_prediction,high,0.859839916
2841961,2013-12-23T09:51:36.00Z,45.4957,10.1138,10.3,3.2,ML,90,90,3,strike_slip,model_prediction,high,0.808886766
2058289,2009-07-06T07:02:18.73Z,42.452,13.312,13.5,3.1,ML,144,68,73,thrust,model_prediction,high,0.79402566
2411709,2011-08-05T06:19:11.46Z,40.764,16.412,12.2,3.1,ML,244,38,63,thrust,model_prediction,high,0.814740121
2466089,2011-12-14T17:59:49.68Z,39.37,16.175,5.7,3.1,ML,119,90,-178,strike_slip,model_prediction,moderate,0.818742037
7588601,2016-09-02T17:01:47.54Z,44.4658,9.5638,8.9,3.1,ML,120,33,-72,normal,model_prediction,moderate,0.830745935
1938169,2009-04-13T08:41:08.20Z,42.267,13.504,9.8,3,ML,283,56,-141,strike_slip,model_prediction,moderate,0.832242608
1995009,2009-05-07T21:43:40.63Z,41.668,14.815,19.8,3,ML,10,81,-3,strike_slip,model_prediction,moderate,0.783880711
2305619,2011-01-19T14:06:58.44Z,42.589,12.578,7,3,ML,322,85,44,strike_slip,model_prediction,high,0.826356173
2391609,2011-06-29T09:04:17.21Z,38.046,14.734,6.5,3,ML,43,50,-104,normal,model_prediction,moderate,0.867151856
4822541,2015-01-09T09:34:34.79Z,43.4255,12.4057,8.1,3,ML,139,15,-39,strike_slip,model_prediction,high,0.790839851
2145419,2010-01-10T08:33:35.64Z,43.119,13.445,16.9,4,ML,345,34,87,thrust,model_prediction,high,0.792806983
2042029,2009-06-23T08:35:08.56Z,42.466,13.352,11,3.6,ML,309,0,76,thrust,model_prediction,high,0.828259349
2390539,2011-06-27T22:13:45.20Z,38.037,14.735,8.3,3.5,ML,90,59,-91,normal,model_prediction,high,0.86231482
2087499,2009-08-12T14:51:33.05Z,42.343,13.319,10.2,3.4,ML,202,24,-10,strike_slip,model_prediction,high,0.832535028
2138661,2013-06-15T19:41:16.25Z,44.1482,10.1462,10,3.4,ML,134,89,9,strike_slip,model_prediction,high,0.793508172
2502899,2012-04-13T22:13:55.90Z,44.083,10.896,9.5,3.3,ML,279,72,-172,strike_slip,model_prediction,high,0.818983316
2535781,2013-09-04T07:03:02.72Z,44.8998,11.2587,10.2,3.3,ML,119,87,-173,strike_slip,model_prediction,high,0.796541154
1917549,2009-04-09T03:41:55.60Z,42.507,13.337,10.7,3.2,ML,133,53,-100,normal,model_prediction,high,0.871667862
1933329,2009-04-12T03:29:35.49Z,42.535,13.306,10,3.2,ML,127,53,-114,normal,model_prediction,high,0.869864047
1966569,2009-04-21T16:20:56.90Z,42.52,13.307,10.7,3.2,ML,129,16,-102,normal,model_prediction,high,0.867396235
1973609,2009-04-25T02:08:23.50Z,42.29,13.457,8.9,3.2,ML,322,26,-80,normal,model_prediction,high,0.849293709
1987979,2009-05-03T05:14:43.20Z,42.36,13.384,9.8,3.2,ML,324,51,-59,normal,model_prediction,high,0.818992496
11214971,2016-12-08T02:21:32.97Z,42.5682,13.2693,10.3,3.1,ML,174,26,-33,strike_slip,model_prediction,moderate,0.804829478
2371279,2011-06-04T16:24:46.70Z,43.875,11.983,7.1,3.1,ML,297,31,-81,normal,model_prediction,high,0.848344803
2395929,2011-07-07T01:01:15.06Z,38.041,14.789,8,3.1,ML,67,37,-110,normal,model_prediction,moderate,0.828141689
3793371,2014-06-27T02:56:49.22Z,37.8283,14.6328,21.5,3.1,ML,254,80,91,thrust,model_prediction,moderate,0.82704699
6155071,2015-10-13T02:25:20.42Z,38.1662,15.2328,10.1,3.1,ML,26,54,-107,normal,model_prediction,moderate,0.873514414
1842069,2008-08-12T21:21:54.22Z,41.413,15.675,4.3,3,ML,196,57,48,thrust,model_prediction,moderate,0.787822783
1930249,2009-04-11T12:28:39.55Z,42.384,13.399,9.9,3,ML,314,41,-82,normal,model_prediction,high,0.864929557
1971759,2009-04-24T04:36:17.13Z,42.254,13.472,8.5,3,ML,357,29,-39,strike_slip,model_prediction,moderate,0.857042193
1973229,2009-04-24T22:51:29.50Z,42.265,13.505,10.6,3,ML,281,62,-125,normal,model_prediction,high,0.839601517
2089829,2009-08-16T07:11:25.77Z,42.469,12.703,5.8,3,ML,158,52,-87,normal,model_prediction,high,0.873184443
2759121,2013-11-22T12:18:50.55Z,43.981,11.8232,33.3,3,ML,315,13,127,thrust,model_prediction,moderate,0.80404079
2792521,2013-12-10T11:28:49.05Z,39.0102,15.9118,57.6,3,ML,221,63,-47,normal,model_prediction,moderate,0.798886299
4242961,2014-09-25T17:43:15.88Z,44.1495,10.2313,6.6,3,ML,129,31,-53,normal,model_prediction,high,0.830426395
2427709,2011-09-09T22:23:45.50Z,37.813,14.873,28,3.9,ML,253,86,93,thrust,model_prediction,high,0.834463477
2004969,2009-05-14T06:32:33.76Z,42.488,13.405,9.1,3.5,ML,310,43,-114,normal,model_prediction,high,0.864217043
2018479,2009-05-25T16:37:28.19Z,42.269,13.567,7.7,3.4,ML,141,56,-97,normal,model_prediction,high,0.869391263
2504009,2012-04-18T10:10:41.39Z,39.083,16.053,53.3,3.4,ML,353,83,115,thrust,model_prediction,high,0.794505775
1935919,2009-04-12T18:05:16.84Z,42.384,13.388,8.9,3.3,ML,150,43,-77,normal,model_prediction,high,0.851401329
2042449,2009-06-23T20:58:50.38Z,42.441,13.349,13.2,3.2,ML,216,18,-6,strike_slip,model_prediction,high,0.83887887
2136359,2009-11-29T20:11:01.38Z,42.336,13.523,7.4,3.2,ML,255,30,-138,strike_slip,model_prediction,high,0.822472572
2164379,2010-03-25T17:30:17.90Z,40.028,15.857,7.8,3.2,ML,339,43,-92,normal,model_prediction,high,0.863505125
2579381,2013-09-17T23:38:49.10Z,40.793,15.8057,16.9,3.2,ML,119,72,-125,normal,model_prediction,high,0.833020091
1875029,2009-01-04T07:42:33.20Z,43.023,12.874,5.6,3.1,ML,309,89,88,thrust,model_prediction,moderate,0.820119858
1892569,2009-03-30T19:05:28.55Z,42.316,13.373,9.7,3.1,ML,324,49,-97,normal,model_prediction,high,0.827661276
1909989,2009-04-07T22:29:50.82Z,42.279,13.481,9.5,3.1,ML,160,88,-106,normal,model_prediction,high,0.84132266
1929069,2009-04-11T06:13:26.90Z,42.47,13.419,8.4,3.1,ML,138,50,-92,normal,model_prediction,high,0.857023597
2041219,2009-06-22T22:49:20.28Z,42.441,13.333,13.8,3.1,ML,280,9,43,strike_slip,model_prediction,high,0.829708695
2371499,2011-06-04T17:16:18.14Z,43.872,11.979,8.1,3.1,ML,58,79,-169,strike_slip,model_prediction,high,0.800640225
1252021,2012-08-31T22:30:18.31Z,43.7102,11.9605,9.4,3,ML,108,35,-132,normal,model_prediction,moderate,0.816338301
1900169,2009-04-06T14:00:36.07Z,42.335,13.356,9.5,3,ML,233,19,-177,strike_slip,model_prediction,moderate,0.793681145
1916919,2009-04-09T01:25:51.16Z,42.508,13.369,9.8,3,ML,165,38,-57,normal,model_prediction,high,0.797736168
1939849,2009-04-13T20:08:24.50Z,42.355,13.36,9.8,3,ML,358,47,-51,normal,model_prediction,moderate,0.865500093
2066859,2009-07-15T00:58:06.97Z,42.461,13.284,10.2,2.9,ML,288,33,-108,normal,model_prediction,high,0.841740072
2236799,2010-08-10T22:14:52.13Z,43.679,12.015,7.3,2.9,ML,132,47,-80,normal,model_prediction,high,0.83889395
2423131,2013-08-08T01:03:31.14Z,44.1757,10.1823,6.6,2.8,ML,120,13,-72,normal,model_prediction,high,0.841879964
5969011,2015-08-18T20:10:02.46Z,45.9052,11.902,7.3,3.6,ML,275,9,90,thrust,model_prediction,high,0.795981824
2166221,2013-06-22T01:56:12.89Z,44.1583,10.1937,10,3.4,ML,252,46,-117,normal,model_prediction,high,0.835492849
1925939,2009-04-10T15:22:43.39Z,42.245,13.483,10.1,3.3,ML,131,60,-105,normal,model_prediction,high,0.867469013
2040269,2009-06-21T16:31:11.08Z,42.563,13.192,10.4,3.3,ML,137,52,-88,normal,model_prediction,high,0.86680913
1361741,2012-10-03T17:18:00.83Z,44.7895,9.6697,25.6,3.2,ML,321,86,-173,strike_slip,model_prediction,high,0.831255674
1678501,2013-01-13T10:22:47.04Z,41.1727,15.2062,20.7,3.2,ML,135,41,-87,normal,model_prediction,high,0.86160928
1991549,2009-05-05T18:03:41.71Z,42.268,13.501,9.7,3.2,ML,320,31,-108,normal,model_prediction,high,0.865687132
777891,2012-05-20T06:13:22.38Z,44.8842,11.1732,6.1,3.2,ML,270,51,90,thrust,model_prediction,moderate,0.784829557
1904439,2009-04-07T01:23:42.21Z,42.451,13.406,9,3.1,ML,348,39,-78,normal,model_prediction,high,0.875371218
1986069,2009-05-02T02:21:02.00Z,42.485,13.357,9.5,3.1,ML,106,23,-130,normal,model_prediction,moderate,0.802410364
2036609,2009-06-16T18:52:57.91Z,42.289,13.396,10.3,3.1,ML,338,38,-64,normal,model_prediction,high,0.868854523
2091919,2009-08-20T03:44:07.86Z,42.225,13.519,8.8,3.1,ML,118,75,-128,normal,model_prediction,high,0.841638684
2099469,2009-08-31T14:09:10.24Z,42.246,13.515,9.5,3.1,ML,357,18,-45,normal,model_prediction,high,0.856625736
22167431,2019-05-01T13:52:15.52Z,39.509,16.3098,8.9,3.1,ML,165,49,-92,normal,model_prediction,moderate,0.865984559
2361879,2011-05-25T00:05:41.62Z,43.871,12.023,6.1,3.1,ML,318,40,-54,normal,model_prediction,high,0.858602762
13157241,2017-01-30T10:27:04.96Z,37.6665,14.9942,13.4,3,ML,90,90,-15,strike_slip,model_prediction,moderate,0.820752978
1931709,2009-04-11T19:53:53.92Z,42.336,13.513,9.5,3,ML,148,53,-92,normal,model_prediction,moderate,0.8369928
1980919,2009-04-29T08:57:42.78Z,42.25,13.491,9.7,3,ML,153,33,-63,normal,model_prediction,moderate,0.852821648
19992271,2018-07-07T18:51:37.60Z,37.8435,13.9533,4.4,3,ML,144,32,-50,normal,model_prediction,moderate,0.817997634
2147669,2010-01-15T19:13:31.96Z,42.935,13.266,7,3,ML,346,52,-83,normal,model_prediction,moderate,0.815285087
2465261,2013-08-19T23:16:05.56Z,44.1967,10.1253,11.6,3,ML,93,43,-142,strike_slip,model_prediction,high,0.836559772
19561971,2018-05-31T17:27:26.49Z,43.0232,13.0227,8.5,2.4,ML,202,86,-48,normal,model_prediction,high,0.792699337
2005669,2009-05-14T20:30:54.99Z,42.372,13.329,9.8,3.5,ML,135,88,-75,normal,model_prediction,high,0.842381835
1907069,2009-04-07T12:29:27.47Z,42.455,13.413,8.7,3.4,ML,357,39,-49,normal,model_prediction,high,0.869548619
2016659,2009-05-23T17:24:22.47Z,42.5,13.304,11.5,3.2,ML,165,31,-62,normal,model_prediction,high,0.851155877
1926759,2009-04-10T19:18:39.70Z,42.339,13.361,10,3.1,ML,117,60,-120,normal,model_prediction,high,0.855493784
2027249,2009-06-04T12:40:31.84Z,42.247,13.546,9.7,3.1,ML,340,35,-69,normal,model_prediction,high,0.869865775
2108149,2009-09-21T22:01:27.43Z,42.733,12.475,3.8,3.1,ML,153,38,-91,normal,model_prediction,high,0.846766829
1920569,2009-04-09T15:18:14.54Z,42.299,13.491,10,3.3,ML,130,51,-101,normal,model_prediction,high,0.872834206
1568381,2012-11-25T17:48:02.14Z,39.9185,16.0102,9.4,3.2,ML,165,41,-87,normal,model_prediction,high,0.873869002
2047619,2009-06-28T02:47:53.97Z,42.57,13.192,10.3,3,ML,301,53,-98,normal,model_prediction,high,0.832611263
2045169,2009-06-26T07:14:30.19Z,42.563,13.191,9.8,3.5,ML,141,51,-99,normal,model_prediction,high,0.87636447
1913549,2009-04-08T10:34:09.44Z,42.347,13.383,9.3,3.4,ML,136,51,-91,normal,model_prediction,high,0.859928608
1915079,2009-04-08T17:58:35.87Z,42.366,13.419,8.9,3.4,ML,332,52,-79,normal,model_prediction,high,0.852404237
2549451,2013-09-08T04:39:02.36Z,44.5378,10.2228,22.5,3.4,ML,267,48,28,strike_slip,model_prediction,high,0.809798837
2093709,2009-08-22T20:20:38.14Z,42.58,13.18,10.1,3.1,ML,325,57,-85,normal,model_prediction,high,0.869595051
2280281,2013-07-04T13:56:06.48Z,40.4862,15.6068,9.8,3,ML,178,43,-77,normal,model_prediction,high,0.86170131
1353481,2012-10-02T00:08:57.07Z,39.9002,16.0107,6.6,3.3,ML,320,46,-92,normal,model_prediction,high,0.857893109
23834931,2020-01-28T16:37:34.64Z,42.7243,13.2548,8.2,3.3,ML,149,52,-90,normal,model_prediction,high,0.838215947
1926729,2009-04-10T19:07:21.07Z,42.369,13.399,9,3.2,ML,146,35,-88,normal,model_prediction,high,0.863974094
1930859,2009-04-11T15:42:29.28Z,42.523,13.317,8.3,3.2,ML,334,34,-75,normal,model_prediction,high,0.873450756
2023559,2009-05-31T09:09:49.53Z,42.265,13.554,9.6,3.1,ML,150,39,-93,normal,model_prediction,high,0.837861001
23338121,2019-10-27T17:52:55.23Z,46.2067,12.7753,10.7,3.1,ML,292,47,147,strike_slip,model_prediction,high,0.79250139
3776791,2014-06-23T09:12:24.00Z,43.9723,11.4242,6.9,3.1,ML,304,42,-81,normal,model_prediction,high,0.856503367
1905199,2009-04-07T04:12:31.84Z,42.456,13.415,9.6,3.2,ML,139,52,-106,normal,model_prediction,high,0.875425279
2032489,2009-06-11T07:04:49.92Z,42.33,13.437,10.3,3.3,ML,313,25,-71,normal,model_prediction,high,0.865123034
4299611,2014-10-10T16:16:17.98Z,38.0912,15.1283,38.1,3.3,ML,240,90,89,thrust,model_prediction,high,0.839251697
2322281,2013-07-11T14:45:31.41Z,43.8233,12.0478,9.1,3.1,ML,322,51,-96,normal,model_prediction,moderate,0.863203883
1915819,2009-04-08T21:11:04.62Z,42.295,13.563,9.7,3.3,ML,114,59,-99,normal,model_prediction,high,0.805969
2880121,2013-12-30T02:18:32.45Z,41.4038,14.417,19.7,3.1,ML,15,89,-58,normal,model_prediction,moderate,0.799175382
1551661,2012-11-22T01:59:52.10Z,39.924,16.0263,8.2,3.3,ML,176,44,-81,normal,model_prediction,high,0.85445857
2043829,2009-06-25T16:14:57.13Z,42.568,13.189,10.1,3.3,ML,312,34,-94,normal,model_prediction,high,0.863246262
1915639,2009-04-08T20:06:03.03Z,42.287,13.487,9.9,3.1,ML,123,57,-115,normal,model_prediction,moderate,0.875577271
1944049,2009-04-14T20:53:09.07Z,42.538,13.294,10.2,3.1,ML,148,49,-89,normal,model_prediction,moderate,0.869126201
1755301,2013-02-20T21:39:41.23Z,44.1568,10.53,13.5,3,ML,319,47,-61,normal,model_prediction,moderate,0.783985674
2255601,2013-07-01T11:27:58.84Z,44.1787,10.2062,6.9,3,ML,174,12,-20,strike_slip,model_prediction,moderate,0.79083854
18312961,2018-02-25T08:16:29.30Z,46.3763,12.5938,7.7,3.8,ML,96,51,-63,normal,model_prediction,high,0.796857297
2878661,2013-12-29T22:03:27.10Z,41.3982,14.4148,16.9,3.3,ML,327,56,-71,normal,model_prediction,high,0.883968651
16841721,2017-08-25T21:57:47.35Z,37.6032,14.9878,6,3.1,ML,324,80,-165,strike_slip,model_prediction,moderate,0.833396792
20329141,2018-08-11T03:54:57.52Z,46.3377,13.0337,10.8,3,ML,246,21,108,thrust,model_prediction,moderate,0.785850644
